"","south.Species","south.Camr_Nm","south.Latitud","south.Longitd","na.rm"
"12004","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12005","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12006","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12007","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12008","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12009","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12010","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12011","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12012","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12013","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12014","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12015","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12016","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12017","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12018","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12019","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12020","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12021","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12022","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12023","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12024","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12025","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12026","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12027","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12028","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12029","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12030","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12031","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12032","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12033","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12034","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12035","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12036","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12037","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12038","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12039","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12040","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12041","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12042","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12043","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12044","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12045","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12046","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12047","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12048","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12049","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12050","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12051","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12052","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12053","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12054","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12055","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12056","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12057","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12058","Sylvilagus dicei","K02a",9.15883,-83.06502,TRUE
"12059","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12060","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12061","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12062","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12063","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12064","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12065","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12066","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12067","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12068","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12069","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12070","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12071","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12072","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12073","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12074","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12075","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12076","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12077","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12078","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12079","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12080","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12081","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12082","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12083","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12084","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12085","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12086","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12087","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12088","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12089","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12090","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12091","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12092","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12093","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12094","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12095","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12096","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12097","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12098","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12099","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12100","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12101","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12102","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12103","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12104","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12105","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12106","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12107","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12108","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12109","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12110","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12111","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12112","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12113","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12114","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12115","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12116","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12117","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12118","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12119","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12120","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12121","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12122","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12123","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12124","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12125","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12126","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12127","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12128","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12129","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12130","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12131","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12132","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12133","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12134","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12135","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12136","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12137","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12138","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12139","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12140","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12141","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12142","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12143","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12144","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12145","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12146","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12147","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12148","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12149","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12150","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12151","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12152","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12153","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12154","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12155","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12156","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12157","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12158","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12159","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12160","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12161","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12162","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12163","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12164","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12165","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12166","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12167","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12168","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12169","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12170","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12171","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12172","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12173","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12174","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12175","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12176","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12177","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12178","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12179","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12180","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12181","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12182","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12183","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12184","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12185","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12186","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12187","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12188","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12189","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12190","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12191","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12192","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12193","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12194","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12195","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12196","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12197","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12198","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12199","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12200","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12201","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12202","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12203","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12204","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12205","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12206","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12207","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12208","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12209","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12210","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12211","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12212","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12213","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12214","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12215","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12216","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12217","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12218","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12219","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12220","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12221","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12222","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12223","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12224","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12225","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12226","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12227","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12228","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12229","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12230","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12231","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12232","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12233","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12234","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12235","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12236","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12237","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12238","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12239","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12240","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12241","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12242","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12243","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12244","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12245","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12246","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12247","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12248","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12249","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12250","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12251","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12252","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12253","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12254","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12255","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12256","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12257","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12258","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12259","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12260","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12261","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12262","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12263","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12264","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12265","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12266","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12267","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12268","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12269","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12270","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12271","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12272","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12273","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12274","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12275","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12276","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12277","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12278","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12279","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12280","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12281","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12282","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12283","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12284","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12285","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12286","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12287","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12288","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12289","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12290","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12291","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12292","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12293","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12294","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12295","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12296","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12297","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12298","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12299","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12300","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12301","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12302","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12303","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12304","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12305","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12306","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12307","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12308","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12309","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12310","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12311","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12312","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12313","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12314","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12315","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12316","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12317","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12318","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12319","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12320","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12321","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12322","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12323","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12324","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12325","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12326","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12327","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12328","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12329","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12330","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12331","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12332","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12333","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12334","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12335","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12336","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12337","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12338","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12339","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12340","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12341","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12342","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12343","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12344","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12345","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12346","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12347","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12348","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12349","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12350","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12351","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12352","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12353","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12354","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12355","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12356","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12357","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12358","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12359","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12360","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12361","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12362","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12363","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12364","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12365","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12366","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12367","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12368","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12369","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12370","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12371","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12372","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12373","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12374","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12375","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12376","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12377","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12378","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12379","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12380","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12381","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12382","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12383","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12384","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12385","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12386","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12387","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12388","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12389","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12390","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12391","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12392","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12393","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12394","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12395","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12396","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12397","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12398","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12399","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12400","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12401","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12402","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12403","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12404","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12405","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12406","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12407","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12408","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12409","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12410","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12411","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
"12412","Tapirus bairdii","K02a",9.15883,-83.06502,TRUE
